Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
510,9.5e-07,405.5,9.5e-07,510,0.00109
511,9.5e-07,406,9.5e-07,511,0.00157
512,9.5e-07,406.5,9.5e-07,512,0.00221
513,9.5e-07,407,9.5e-07,513,0.00234
514,9.5e-07,407.5,9.5e-07,514,0.00204
515,9.5e-07,408,9.5e-07,515,0.0015
516,9.5e-07,408.5,9.5e-07,516,0.00109
517,9.5e-07,409,9.5e-07,517,0.000831
518,9.5e-07,409.5,9.5e-07,518,0.00069
519,9.5e-07,410,9.5e-07,519,0.000547
520,9.5e-07,410.5,9.5e-07,520,0.000637
521,9.5e-07,411,9.5e-07,521,0.000726
522,9.5e-07,411.5,9.5e-07,522,0.000905
523,9.5e-07,412,9.5e-07,523,0.00113
524,9.5e-07,412.5,9.5e-07,524,0.0018
525,9.5e-07,413,9.5e-07,525,0.00303
526,9.5e-07,413.5,9.5e-07,526,0.00499
527,9.5e-07,414,9.5e-07,527,0.00725
528,9.5e-07,414.5,9.5e-07,528,0.00741
529,9.5e-07,415,9.5e-07,529,0.00564
530,9.5e-07,415.5,9.5e-07,530,0.00346
531,9.5e-07,416,9.5e-07,531,0.00222
532,9.5e-07,416.5,9.5e-07,532,0.00156
533,1.16e-06,417,9.5e-07,533,0.00125
534,3.51e-06,417.5,9.5e-07,534,0.00114
535,1.14e-05,418,9.5e-07,535,0.00122
536,5.38e-05,418.5,9.5e-07,536,0.00129
537,0.000346,419,9.5e-07,537,0.0016
538,0.00321,419.5,9.5e-07,538,0.00222
539,0.0572,420,9.5e-07,539,0.00323
540,0.467,420.5,9.5e-07,540,0.00587
541,0.864,421,9.5e-07,541,0.0137
542,0.965,421.5,9.5e-07,542,0.0258
543,0.977,422,9.5e-07,543,0.0266
544,0.985,422.5,9.5e-07,544,0.016
545,0.982,423,9.5e-07,545,0.00669
546,0.981,423.5,9.5e-07,546,0.0031
547,0.984,424,9.5e-07,547,0.00187
548,0.983,424.5,9.5e-07,548,0.00148
549,0.983,425,9.5e-07,549,0.00113
550,0.983,425.5,9.5e-07,550,0.000974
551,0.981,426,9.5e-07,551,0.000875
552,0.979,426.5,9.5e-07,552,0.000827
553,0.977,427,9.5e-07,553,0.00082
554,0.974,427.5,9.5e-07,554,0.000895
555,0.97,428,9.5e-07,555,0.00095
556,0.964,428.5,9.5e-07,556,0.00107
557,0.956,429,9.5e-07,557,0.00117
558,0.951,429.5,9.5e-07,558,0.0015
559,0.95,430,9.5e-07,559,0.00189
560,0.957,430.5,9.5e-07,560,0.00237
561,0.965,431,9.5e-07,561,0.00311
562,0.973,431.5,9.5e-07,562,0.00424
563,0.977,432,9.5e-07,563,0.00594
564,0.977,432.5,9.5e-07,564,0.00835
565,0.975,433,9.5e-07,565,0.0115
566,0.977,433.5,9.5e-07,566,0.0155
567,0.983,434,9.5e-07,567,0.0193
568,0.985,434.5,9.5e-07,568,0.023
569,0.977,435,9.5e-07,569,0.0257
570,0.974,435.5,9.5e-07,570,0.0278
571,0.981,436,9.5e-07,571,0.0294
572,0.983,436.5,9.5e-07,572,0.0313
573,0.974,437,9.5e-07,573,0.034
574,0.969,437.5,9.5e-07,574,0.0375
575,0.978,438,9.5e-07,575,0.0429
576,0.984,438.5,9.5e-07,576,0.0507
577,0.987,439,9.5e-07,577,0.0617
578,0.978,439.5,9.5e-07,578,0.0771
579,0.859,440,9.5e-07,579,0.0987
580,0.134,440.5,9.5e-07,580,0.128
581,0.0591,441,9.5e-07,581,0.168
582,0.0074,441.5,9.5e-07,582,0.219
583,0.00128,442,9.5e-07,583,0.277
584,0.000276,442.5,9.5e-07,584,0.343
585,7.41e-05,443,9.5e-07,585,0.407
586,2.18e-05,443.5,9.5e-07,586,0.473
587,7.14e-06,444,9.5e-07,587,0.556
588,2.17e-06,444.5,9.5e-07,588,0.674
589,9.5e-07,445,9.5e-07,589,0.816
590,9.5e-07,445.5,9.5e-07,590,0.919
591,9.5e-07,446,9.5e-07,591,0.956
592,9.5e-07,446.5,9.5e-07,592,0.956
593,9.5e-07,447,9.5e-07,593,0.954
594,9.5e-07,447.5,9.5e-07,594,0.958
595,9.5e-07,448,9.5e-07,595,0.966
596,9.5e-07,448.5,9.5e-07,596,0.972
597,9.5e-07,449,9.5e-07,597,0.975
598,9.5e-07,449.5,9.5e-07,598,0.977
599,9.5e-07,450,9.5e-07,599,0.975
600,9.5e-07,450.5,9.5e-07,600,0.976
601,9.5e-07,451,9.5e-07,601,0.976
602,9.5e-07,451.5,9.5e-07,602,0.98
603,9.5e-07,452,9.5e-07,603,0.979
604,9.5e-07,452.5,9.5e-07,604,0.981
605,9.5e-07,453,9.5e-07,605,0.98
606,9.5e-07,453.5,9.5e-07,606,0.977
607,9.5e-07,454,9.5e-07,607,0.976
608,9.5e-07,454.5,9.5e-07,608,0.977
609,9.5e-07,455,9.5e-07,609,0.979
610,9.5e-07,455.5,9.5e-07,610,0.975
611,9.5e-07,456,9.5e-07,611,0.975
612,9.5e-07,456.5,9.5e-07,612,0.974
613,9.5e-07,457,9.5e-07,613,0.974
614,9.5e-07,457.5,9.5e-07,614,0.975
615,9.5e-07,458,9.5e-07,615,0.975
616,9.5e-07,458.5,9.5e-07,616,0.975
617,9.5e-07,459,9.5e-07,617,0.976
618,9.5e-07,459.5,9.5e-07,618,0.977
619,9.5e-07,460,9.5e-07,619,0.979
620,9.5e-07,460.5,9.5e-07,620,0.98
621,9.5e-07,461,9.5e-07,621,0.981
622,9.5e-07,461.5,9.5e-07,622,0.982
623,9.5e-07,462,9.5e-07,623,0.982
624,9.5e-07,462.5,9.5e-07,624,0.983
625,9.5e-07,463,9.5e-07,625,0.982
626,9.5e-07,463.5,9.5e-07,626,0.982
627,9.5e-07,464,9.5e-07,627,0.981
628,9.5e-07,464.5,9.5e-07,628,0.98
629,9.5e-07,465,9.5e-07,629,0.98
630,9.5e-07,465.5,9.5e-07,630,0.979
631,9.5e-07,466,9.5e-07,631,0.979
632,9.5e-07,466.5,9.5e-07,632,0.979
633,9.5e-07,467,9.5e-07,633,0.98
634,9.5e-07,467.5,9.5e-07,634,0.982
635,9.5e-07,468,9.5e-07,635,0.983
636,9.5e-07,468.5,9.5e-07,636,0.983
637,9.5e-07,469,9.5e-07,637,0.984
638,9.5e-07,469.5,9.5e-07,638,0.984
639,9.5e-07,470,9.5e-07,639,0.985
640,9.5e-07,470.5,9.5e-07,640,0.984
641,9.5e-07,471,9.5e-07,641,0.984
642,9.5e-07,471.5,9.5e-07,642,0.983
643,9.5e-07,472,9.5e-07,643,0.982
644,9.5e-07,472.5,9.5e-07,644,0.981
645,9.5e-07,473,9.5e-07,645,0.98
646,9.5e-07,473.5,9.5e-07,646,0.981
647,9.5e-07,474,9.5e-07,647,0.981
648,9.5e-07,474.5,9.5e-07,648,0.981
649,9.5e-07,475,9.5e-07,649,0.982
650,9.5e-07,475.5,9.5e-07,650,0.983
651,9.5e-07,476,9.5e-07,651,0.983
652,9.5e-07,476.5,9.5e-07,652,0.982
653,9.5e-07,477,9.5e-07,653,0.981
654,9.5e-07,477.5,9.5e-07,654,0.979
655,9.5e-07,478,9.5e-07,655,0.979
656,9.5e-07,478.5,9.5e-07,656,0.978
657,9.5e-07,479,9.5e-07,657,0.976
658,9.5e-07,479.5,9.5e-07,658,0.975
659,9.5e-07,480,9.5e-07,659,0.976
660,9.5e-07,480.5,9.5e-07,660,0.975
661,9.5e-07,481,9.5e-07,661,0.976
662,9.5e-07,481.5,9.5e-07,662,0.977
663,9.5e-07,482,9.5e-07,663,0.977
664,9.5e-07,482.5,9.5e-07,664,0.977
665,9.5e-07,483,9.5e-07,665,0.978
666,9.5e-07,483.5,9.5e-07,666,0.977
667,9.5e-07,484,9.5e-07,667,0.976
668,9.5e-07,484.5,9.5e-07,668,0.976
669,9.5e-07,485,9.5e-07,669,0.976
670,9.5e-07,485.5,9.5e-07,670,0.974
671,9.5e-07,486,9.5e-07,671,0.973
672,9.5e-07,486.5,9.5e-07,672,0.972
673,9.5e-07,487,9.5e-07,673,0.973
674,9.5e-07,487.5,9.5e-07,674,0.973
675,9.5e-07,488,9.5e-07,675,0.974
676,9.5e-07,488.5,9.5e-07,676,0.974
677,9.5e-07,489,9.5e-07,677,0.974
678,9.5e-07,489.5,9.5e-07,678,0.976
679,9.5e-07,490,9.5e-07,679,0.977
680,9.5e-07,490.5,9.5e-07,680,0.977
681,9.5e-07,491,9.5e-07,681,0.98
682,9.5e-07,491.5,9.5e-07,682,0.982
683,9.5e-07,492,9.5e-07,683,0.984
684,9.5e-07,492.5,9.5e-07,684,0.985
685,9.5e-07,493,9.5e-07,685,0.986
686,9.5e-07,493.5,9.5e-07,686,0.986
687,9.5e-07,494,9.5e-07,687,0.986
688,9.5e-07,494.5,9.5e-07,688,0.987
689,9.5e-07,495,9.5e-07,689,0.988
690,9.5e-07,495.5,9.5e-07,690,0.988
691,9.5e-07,496,9.5e-07,691,0.989
692,9.5e-07,496.5,9.5e-07,692,0.987
693,9.5e-07,497,9.5e-07,693,0.987
694,9.5e-07,497.5,9.5e-07,694,0.986
695,9.5e-07,498,9.5e-07,695,0.986
696,9.5e-07,498.5,9.5e-07,696,0.985
697,9.5e-07,499,9.5e-07,697,0.985
698,9.5e-07,499.5,9.5e-07,698,0.984
699,9.5e-07,500,9.5e-07,699,0.984
700,9.5e-07,500.5,9.5e-07,700,0.985
701,9.5e-07,501,9.5e-07,701,0.985
702,1.22e-06,501.5,9.5e-07,702,0.987
703,9.5e-07,502,9.5e-07,703,0.986
704,9.5e-07,502.5,9.5e-07,704,0.987
705,9.5e-07,503,9.5e-07,705,0.988
706,9.5e-07,503.5,9.5e-07,706,0.987
707,9.5e-07,504,9.5e-07,707,0.987
708,9.5e-07,504.5,9.5e-07,708,0.984
709,9.5e-07,505,9.5e-07,709,0.983
710,9.5e-07,505.5,9.5e-07,710,0.981
711,9.5e-07,506,9.5e-07,711,0.979
712,9.5e-07,506.5,9.5e-07,712,0.979
713,9.5e-07,507,9.5e-07,713,0.976
714,9.5e-07,507.5,9.5e-07,714,0.976
715,9.5e-07,508,9.5e-07,715,0.975
716,9.5e-07,508.5,9.5e-07,716,0.973
717,9.5e-07,509,9.5e-07,717,0.971
718,9.5e-07,509.5,9.5e-07,718,0.97
719,9.5e-07,510,9.5e-07,719,0.968
720,9.5e-07,510.5,9.5e-07,720,0.966
721,9.5e-07,511,9.5e-07,721,0.963
722,9.5e-07,511.5,9.5e-07,722,0.964
723,9.5e-07,512,9.5e-07,723,0.963
724,9.5e-07,512.5,9.5e-07,724,0.961
725,9.5e-07,513,9.5e-07,725,0.96
726,9.5e-07,513.5,9.5e-07,726,0.96
727,9.5e-07,514,9.5e-07,727,0.959
728,9.5e-07,514.5,9.5e-07,728,0.96
729,9.5e-07,515,9.5e-07,729,0.96
730,9.5e-07,515.5,9.5e-07,730,0.961
731,9.5e-07,516,9.5e-07,731,0.962
732,9.5e-07,516.5,9.5e-07,732,0.962
733,9.5e-07,517,9.5e-07,733,0.963
734,9.5e-07,517.5,9.5e-07,734,0.964
735,9.5e-07,518,9.5e-07,735,0.965
736,9.5e-07,518.5,9.5e-07,736,0.966
737,9.5e-07,519,9.5e-07,737,0.968
738,9.5e-07,519.5,9.5e-07,738,0.97
739,9.5e-07,520,9.5e-07,739,0.971
740,9.5e-07,520.5,9.5e-07,740,0.971
741,9.5e-07,521,9.5e-07,741,0.972
742,9.5e-07,521.5,9.5e-07,742,0.974
743,9.5e-07,522,9.5e-07,743,0.973
744,9.5e-07,522.5,9.5e-07,744,0.974
745,9.5e-07,523,9.5e-07,745,0.971
746,9.5e-07,523.5,9.5e-07,746,0.971
747,9.5e-07,524,9.5e-07,747,0.969
748,9.5e-07,524.5,9.5e-07,748,0.969
749,9.5e-07,525,9.5e-07,749,0.966
750,9.5e-07,525.5,9.5e-07,750,0.962
751,9.5e-07,526,9.5e-07,751,0.961
752,9.5e-07,526.5,9.5e-07,752,0.959
753,9.5e-07,527,9.5e-07,753,0.959
754,9.5e-07,527.5,9.5e-07,754,0.957
755,9.5e-07,528,9.5e-07,755,0.957
756,9.5e-07,528.5,9.5e-07,756,0.955
757,9.5e-07,529,9.5e-07,757,0.957
758,9.5e-07,529.5,9.5e-07,758,0.958
759,1.74e-06,530,9.5e-07,759,0.959
760,9.5e-07,530.5,9.5e-07,760,0.96
761,9.5e-07,531,9.5e-07,761,0.96
762,9.5e-07,531.5,9.5e-07,762,0.962
763,9.5e-07,532,9.5e-07,763,0.963
764,9.5e-07,532.5,9.5e-07,764,0.962
765,9.5e-07,533,9.5e-07,765,0.961
766,1.03e-06,533.5,9.5e-07,766,0.96
767,9.5e-07,534,9.5e-07,767,0.958
768,9.5e-07,534.5,9.5e-07,768,0.956
769,9.5e-07,535,9.5e-07,769,0.956
770,9.5e-07,535.5,9.5e-07,770,0.951
771,9.5e-07,536,9.5e-07,771,0.948
772,9.5e-07,536.5,9.5e-07,772,0.946
773,9.5e-07,537,9.5e-07,773,0.943
