Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
569,9.36e-08,570,9.5e-07,649,0.000954
570,1.25e-08,571,9.5e-07,650,0.00101
571,3.15e-07,572,9.5e-07,651,0.001
572,9.5e-08,573,9.5e-07,652,0.00111
573,8.31e-08,574,9.5e-07,653,0.000998
574,1.11e-07,575,9.5e-07,654,0.00111
575,9.69e-08,576,9.5e-07,655,0.00115
576,1e-10,577,9.5e-07,656,0.00121
577,2.18e-08,578,9.5e-07,657,0.00128
578,4.63e-08,579,9.5e-07,658,0.00145
579,8.74e-08,580,9.5e-07,659,0.00172
580,1e-10,581,9.5e-07,660,0.00209
581,1e-10,582,9.5e-07,661,0.00267
582,7.21e-08,583,9.5e-07,662,0.00323
583,1e-10,584,9.5e-07,663,0.00399
584,1e-10,585,9.5e-07,664,0.00433
585,1.03e-07,586,1.15e-06,665,0.00432
586,8.16e-08,587,9.5e-07,666,0.00379
587,8.2e-08,588,9.5e-07,667,0.00315
588,1e-10,589,9.5e-07,668,0.0025
589,5.53e-08,590,9.5e-07,669,0.00213
590,1e-10,591,9.5e-07,670,0.00183
591,1e-10,592,9.5e-07,671,0.00163
592,1e-10,593,9.5e-07,672,0.00145
593,5.29e-08,594,9.5e-07,673,0.00144
594,1e-10,595,9.5e-07,674,0.00153
595,2.89e-08,596,9.5e-07,675,0.00162
596,5.06e-08,597,9.5e-07,676,0.0018
597,1e-10,598,9.5e-07,677,0.00208
598,1.62e-08,599,9.5e-07,678,0.00259
599,2.42e-08,600,9.5e-07,679,0.00341
600,1e-10,601,9.5e-07,680,0.00461
601,5.74e-08,602,9.5e-07,681,0.00637
602,6.42e-08,603,9.5e-07,682,0.00881
603,1e-10,604,9.5e-07,683,0.0107
604,4.88e-09,605,9.5e-07,684,0.0114
605,1e-10,606,9.5e-07,685,0.0103
606,4.39e-08,607,9.5e-07,686,0.00811
607,1.08e-08,608,9.5e-07,687,0.00627
608,9.46e-08,609,9.5e-07,688,0.0049
609,1e-10,610,9.5e-07,689,0.00403
610,3.19e-08,611,9.5e-07,690,0.00352
611,4.4e-08,612,9.5e-07,691,0.00328
612,5.64e-08,613,9.5e-07,692,0.00322
613,1e-10,614,9.5e-07,693,0.00327
614,5.98e-09,615,9.5e-07,694,0.00365
615,1e-10,616,9.5e-07,695,0.00447
616,1.64e-08,617,9.5e-07,696,0.00572
617,2.15e-07,618,9.5e-07,697,0.00738
618,2.38e-08,619,9.5e-07,698,0.0107
619,1.96e-08,620,9.5e-07,699,0.0177
620,1.88e-08,621,9.5e-07,700,0.0311
621,1.66e-08,622,9.5e-07,701,0.0464
622,1.21e-07,623,9.5e-07,702,0.0468
623,1.71e-08,624,9.5e-07,703,0.0325
624,3.31e-08,625,9.5e-07,704,0.0177
625,2.06e-08,626,9.5e-07,705,0.0102
626,6.48e-08,627,9.5e-07,706,0.00653
627,5.76e-08,628,9.5e-07,707,0.0045
628,4.5e-08,629,9.5e-07,708,0.00345
629,5.12e-08,630,9.5e-07,709,0.00278
630,9.24e-08,631,9.5e-07,710,0.00238
631,1.13e-07,632,9.5e-07,711,0.00203
632,1e-10,633,9.5e-07,712,0.00191
633,1e-10,634,9.5e-07,713,0.00171
634,5.32e-08,635,9.5e-07,714,0.00168
635,4.49e-08,636,9.5e-07,715,0.00172
636,6.16e-08,637,9.5e-07,716,0.0017
637,6.09e-08,638,9.5e-07,717,0.00181
638,3.51e-08,639,9.5e-07,718,0.00176
639,3.14e-08,640,9.5e-07,719,0.00195
640,1e-10,641,9.5e-07,720,0.00212
641,1e-10,642,9.5e-07,721,0.00237
642,3.49e-08,643,9.5e-07,722,0.00269
643,7.86e-08,644,9.5e-07,723,0.00308
644,1.43e-09,645,9.5e-07,724,0.00366
645,1e-10,646,9.5e-07,725,0.00429
646,5.3e-08,647,9.5e-07,726,0.00505
647,1.86e-08,648,9.5e-07,727,0.00615
648,2.24e-08,649,9.5e-07,728,0.00732
649,5.79e-08,650,9.5e-07,729,0.00883
650,1.5e-08,651,9.5e-07,730,0.0104
651,4.02e-08,652,9.5e-07,731,0.0122
652,1.71e-08,653,9.5e-07,732,0.014
653,6.24e-08,654,9.5e-07,733,0.0158
654,2.36e-08,655,9.5e-07,734,0.0174
655,6.3e-08,656,9.5e-07,735,0.0188
656,3.6e-08,657,9.5e-07,736,0.0201
657,2.77e-08,658,9.5e-07,737,0.0212
658,6.47e-08,659,9.5e-07,738,0.0223
659,8.79e-08,660,9.5e-07,739,0.0236
