Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
757,3.57e-08,529,0.981,837,0.00246
758,1e-08,529.5,0.981,838,0.00232
759,5.87e-08,530,0.982,839,0.00211
760,1e-08,530.5,0.983,840,0.00181
761,4.13e-07,531,0.984,841,0.00162
762,1e-08,531.5,0.985,842,0.00156
763,1e-08,532,0.983,843,0.00139
764,2.06e-07,532.5,0.982,844,0.00115
765,3.53e-08,533,0.983,845,0.00117
766,3.14e-07,533.5,0.982,846,0.000955
767,2.24e-07,534,0.981,847,0.000895
768,3.55e-07,534.5,0.982,848,0.000789
769,3.11e-07,535,0.98,849,0.000612
770,5.38e-08,535.5,0.981,850,0.000729
771,1.51e-07,536,0.98,851,0.000727
772,1e-08,536.5,0.979,852,0.0006
773,1.23e-08,537,0.977,853,0.000533
774,1e-08,537.5,0.974,854,0.000406
775,5.67e-08,538,0.976,855,0.000384
776,1e-08,538.5,0.976,856,0.000471
777,2.3e-07,539,0.975,857,0.000401
778,3.63e-07,539.5,0.976,858,0.000409
779,2.04e-07,540,0.974,859,0.000363
780,5.18e-07,540.5,0.974,860,0.00032
781,1.61e-07,541,0.973,861,0.000317
782,1e-08,541.5,0.974,862,0.000312
783,1e-08,542,0.975,863,0.000163
784,1e-08,542.5,0.975,864,0.000162
785,6.07e-08,543,0.975,865,0.000188
786,3.66e-08,543.5,0.972,866,0.000183
787,2.31e-07,544,0.967,867,0.000262
788,4.67e-07,544.5,0.96,868,0.000213
789,1.62e-07,545,0.957,869,0.000211
790,3.33e-07,545.5,0.956,870,0.000206
791,9.82e-07,546,0.958,871,0.000296
792,6.87e-07,546.5,0.957,872,0.000182
793,9.21e-07,547,0.941,873,0.000146
794,9.68e-07,547.5,0.824,874,0.000181
795,5.57e-07,548,0.441,875,0.000132
796,1.01e-06,548.5,0.0407,876,0.000168
797,3.16e-07,549,0.0134,877,0.000116
798,1.08e-06,549.5,0.00106,878,0.000102
799,5.22e-07,550,0.000215,879,9.5e-07
800,1e-08,550.5,4.93e-05,880,9.5e-07
801,4.69e-07,551,7.79e-06,881,1.26522e-05
802,8.83e-07,551.5,1.21e-06,882,0.000100418
803,1.13e-06,552,9.5e-07,883,4.99738e-05
804,1e-08,552.5,9.5e-07,884,0.000110962
805,1.59e-07,553,9.5e-07,885,7.3771e-05
806,1e-08,553.5,9.5e-07,886,3.67179e-05
807,1e-08,554,9.5e-07,887,8.7655e-05
808,1e-08,554.5,9.5e-07,888,7.8437e-06
809,1e-08,555,9.5e-07,889,7.56363e-05
810,1e-08,555.5,9.5e-07,890,6.5165e-06
811,5.47e-07,556,9.5e-07,891,7.37196e-05
812,1e-08,556.5,9.5e-07,892,9.89268e-05
813,9.16e-07,557,9.5e-07,893,3.80285e-05
814,1e-08,557.5,9.5e-07,894,7.34799e-05
815,5.71e-07,558,9.5e-07,895,0.000105089
816,1e-08,558.5,9.5e-07,896,5.995e-06
817,1e-08,559,9.5e-07,897,7.73471e-05
818,1e-08,559.5,9.5e-07,898,0.000164785
819,8.15e-07,560,9.5e-07,899,0.000100165
820,2.69e-07,560.5,9.5e-07,900,7.25382e-05
821,5.04e-08,561,9.5e-07,901,5.615e-06
822,1e-08,561.5,9.5e-07,902,7.0219e-05
823,6.31e-07,562,9.5e-07,903,9.99147e-05
824,2.17e-08,562.5,9.5e-07,904,9.75237e-05
825,1e-08,563,9.5e-07,905,0.000176183
826,1.01e-06,563.5,9.5e-07,906,2.30903e-05
827,7.15e-07,564,9.5e-07,907,3.06023e-05
828,1e-08,564.5,9.5e-07,908,3.4219e-06
829,7.04e-07,565,9.5e-07,909,4.56222e-05
830,1e-08,565.5,9.5e-07,910,6.4807e-05
831,1e-08,566,9.5e-07,911,5.60856e-05
832,1e-08,566.5,9.5e-07,912,7.82495e-05
833,1e-08,567,9.5e-07,913,0.000110927
834,8.84e-07,567.5,9.5e-07,914,0.000147037
835,2.82e-07,568,9.5e-07,915,9.97984e-05
836,1.67e-07,568.5,9.5e-07,916,1.81698e-05
837,1e-08,569,9.5e-07,917,0.000115421
838,7.7e-07,569.5,9.5e-07,918,0.000102084
839,3.03e-06,570,9.5e-07,919,6.84587e-05
840,9.25e-07,570.5,9.5e-07,920,0.00014541
841,1e-08,571,9.5e-07,921,0.000142106
