Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
749,2.11e-06,749,9.5e-07,799,0.943
750,9.5e-07,750,9.5e-07,800,0.944
751,9.5e-07,751,9.5e-07,801,0.944
752,2.27e-06,752,9.5e-07,802,0.945
753,9.5e-07,753,9.5e-07,803,0.945
754,3.56e-06,754,9.5e-07,804,0.946
755,7.52e-06,755,9.5e-07,805,0.946
756,9.5e-07,756,9.5e-07,806,0.946
757,7.61e-06,757,9.5e-07,807,0.946
758,9.5e-07,758,9.5e-07,808,0.946
759,9.5e-07,759,9.5e-07,809,0.946
760,2.58e-06,760,9.5e-07,810,0.947
761,4.49e-06,761,9.5e-07,811,0.947
762,3.49e-06,762,9.5e-07,812,0.948
763,9.5e-07,763,9.5e-07,813,0.947
764,3.23e-06,764,9.5e-07,814,0.947
765,2.93e-06,765,9.5e-07,815,0.947
766,9.5e-07,766,9.5e-07,816,0.947
767,9.5e-07,767,1.48e-06,817,0.947
768,2.45e-06,768,1.43e-06,818,0.946
769,3.62e-06,769,3.61e-06,819,0.947
770,9.5e-07,770,6.44e-06,820,0.946
771,9.5e-07,771,1.57e-05,821,0.946
772,4.62e-06,772,2.18e-05,822,0.946
773,9.5e-07,773,9.19e-06,823,0.945
774,9.5e-07,774,3.71e-06,824,0.945
775,9.5e-07,775,2.78e-06,825,0.945
776,2.99e-06,776,1.06e-06,826,0.945
777,9.5e-07,777,1.41e-06,827,0.945
778,7.37e-06,778,9.5e-07,828,0.946
779,9.5e-07,779,1.08e-06,829,0.945
780,1.37e-06,780,9.5e-07,830,0.945
781,9.5e-07,781,9.5e-07,831,0.945
782,4.09e-06,782,1.06e-06,832,0.944
783,9.5e-07,783,9.5e-07,833,0.944
784,9.5e-07,784,9.5e-07,834,0.943
785,9.5e-07,785,9.5e-07,835,0.943
786,1.53e-06,786,9.5e-07,836,0.942
787,1.38e-06,787,9.5e-07,837,0.941
788,5.63e-06,788,9.5e-07,838,0.942
789,3.34e-06,789,9.5e-07,839,0.943
790,9.5e-07,790,9.5e-07,840,0.944
791,9.5e-07,791,9.5e-07,841,0.944
792,9.5e-07,792,9.5e-07,842,0.944
793,9.5e-07,793,9.5e-07,843,0.944
794,9.5e-07,794,9.5e-07,844,0.943
795,9.5e-07,795,9.5e-07,845,0.943
796,1.57e-06,796,9.5e-07,846,0.942
797,9.5e-07,797,1.02e-06,847,0.942
798,9.5e-07,798,9.5e-07,848,0.942
799,1.36e-06,799,9.5e-07,849,0.941
800,9.5e-07,800,9.5e-07,850,0.941
801,1.04e-06,801,9.5e-07,851,0.94106
802,9.69e-07,802,9.5e-07,852,0.94157
803,1.1e-06,803,9.5e-07,853,0.94161
804,2.1e-06,804,9.5e-07,854,0.94172
805,1.81e-06,805,9.5e-07,855,0.94165
806,1.27e-06,806,9.5e-07,856,0.94172
807,1.81e-06,807,9.5e-07,857,0.94149
808,2.65e-06,808,9.5e-07,858,0.94173
809,2.59e-06,809,9.5e-07,859,0.94155
810,2.16e-06,810,9.5e-07,860,0.94147
811,2.47e-06,811,9.5e-07,861,0.94132
812,2.83e-06,812,9.5e-07,862,0.94106
813,2.33e-06,813,9.5e-07,863,0.94191
814,2.13e-06,814,9.5e-07,864,0.94282
815,2.34e-06,815,9.5e-07,865,0.94263
816,2.79e-06,816,9.53e-07,866,0.94345
817,1.74e-06,817,1.26e-06,867,0.94347
818,2.05e-06,818,9.5e-07,868,0.94369
819,1.87e-06,819,9.5e-07,869,0.94383
820,1.13e-06,820,1.43e-06,870,0.94442
821,1.69e-06,821,1.48e-06,871,0.94382
822,1.23e-06,822,1.15e-06,872,0.94418
823,1.02e-06,823,9.84e-07,873,0.9476
824,1.69e-06,824,1.81e-06,874,0.94585
825,1.33e-06,825,2.36e-06,875,0.94455
826,1.42e-06,826,1.58e-06,876,0.94431
827,1.1e-06,827,2.88e-06,877,0.9438
828,1.82e-06,828,3.9e-06,878,0.94392
829,1.39e-06,829,3.16e-06,879,0.9439
830,9.5e-07,830,5.71e-06,880,0.94384
831,1.28e-06,831,6.6e-06,881,0.94414
832,1.34e-06,832,1.16e-05,882,0.94431
833,1.12e-06,833,1.5e-05,883,0.94399
834,1.44e-06,834,1.78e-05,884,0.94416
835,1.39e-06,835,2.71e-05,885,0.94384
836,1.4e-06,836,4.74e-05,886,0.94335
837,1.66e-06,837,7.13e-05,887,0.94278
838,1.72e-06,838,0.000145,888,0.94172
839,1.87e-06,839,0.000332,889,0.94021
840,1.74e-06,840,0.0012,890,0.94043
841,2e-06,841,0.00484,891,0.94023
842,2.36e-06,842,0.00465,892,0.9404
843,2.16e-06,843,0.00135,893,0.93989
844,2.12e-06,844,0.000579,894,0.93937
845,2.2e-06,845,0.000339,895,0.93923
846,2.27e-06,846,0.000252,896,0.93911
847,1.84e-06,847,0.000195,897,0.93985
848,2.22e-06,848,0.000167,898,0.9401
849,1.72e-06,849,0.000152,899,0.94014
850,1.66e-06,850,0.000392,900,0.9454
851,1.73e-06,851,0.000288,901,0.94235
852,1.77e-06,852,0.000209,902,0.94147
853,1.71e-06,853,0.000183,903,0.94125
854,1.29e-06,854,0.000184,904,0.94114
855,1.28e-06,855,0.000196,905,0.94164
856,1.29e-06,856,0.000223,906,0.94162
857,1.53e-06,857,0.000269,907,0.94143
858,1.18e-06,858,0.000351,908,0.94115
859,1.32e-06,859,0.000489,909,0.94044
860,1.25e-06,860,0.000692,910,0.94046
861,9.5e-07,861,0.000949,911,0.93982
862,1.29e-06,862,0.00124,912,0.93933
863,1.35e-06,863,0.00154,913,0.93985
864,1.47e-06,864,0.00185,914,0.93995
865,1.55e-06,865,0.00215,915,0.93957
866,1.58e-06,866,0.00244,916,0.93987
867,1.41e-06,867,0.00271,917,0.93955
868,1.41e-06,868,0.00288,918,0.93925
869,1.77e-06,869,0.00293,919,0.93892
870,1.93e-06,870,0.00281,920,0.93839
871,1.87e-06,871,0.00257,921,0.93857
872,1.94e-06,872,0.00229,922,0.93931
873,2.22e-06,873,0.00197,923,0.93916
874,2.24e-06,874,0.00162,924,0.93874
875,2.29e-06,875,0.00128,925,0.93845
876,2.22e-06,876,0.000982,926,0.93815
877,2.37e-06,877,0.000752,927,0.93827
878,2.4e-06,878,0.000615,928,0.93805
